name,Unnamed: 1,Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 6,Unnamed: 7,Unnamed: 8,Unnamed: 9,Unnamed: 10,Unnamed: 11,Unnamed: 12,Unnamed: 13,Unnamed: 14,Unnamed: 15,Unnamed: 16,Unnamed: 17,Unnamed: 18,Unnamed: 19,Unnamed: 20,Unnamed: 21,Unnamed: 22,Unnamed: 23,Unnamed: 24,Unnamed: 25,Unnamed: 26,Unnamed: 27,Unnamed: 28,Unnamed: 29,Unnamed: 30,Unnamed: 31,Unnamed: 32,Unnamed: 33,Unnamed: 34,Unnamed: 35,Unnamed: 36,Unnamed: 37,Unnamed: 38,Unnamed: 39,Unnamed: 40,Unnamed: 41,Unnamed: 42,Unnamed: 43,Unnamed: 44,Unnamed: 45,Unnamed: 46,Unnamed: 47,Unnamed: 48,Unnamed: 49,Unnamed: 50,Unnamed: 51,Unnamed: 52,Unnamed: 53,Unnamed: 54,Unnamed: 55,Unnamed: 56,Unnamed: 57,Unnamed: 58,Unnamed: 59,Unnamed: 60,Unnamed: 61,Unnamed: 62,Unnamed: 63,Unnamed: 64,Unnamed: 65,Unnamed: 66,Unnamed: 67,Unnamed: 68,Unnamed: 69,Unnamed: 70,Unnamed: 71,Unnamed: 72,Unnamed: 73,Unnamed: 74,Unnamed: 75,Unnamed: 76,Unnamed: 77,Unnamed: 78,Unnamed: 79,Unnamed: 80,Unnamed: 81,Unnamed: 82,Unnamed: 83,Unnamed: 84,Unnamed: 85,Unnamed: 86,Unnamed: 87,Unnamed: 88,Unnamed: 89,Unnamed: 90,Unnamed: 91,Unnamed: 92,Unnamed: 93,Unnamed: 94,Unnamed: 95,Unnamed: 96,Unnamed: 97,Unnamed: 98,Unnamed: 99,Unnamed: 100,Unnamed: 101,Unnamed: 102,Unnamed: 103,Unnamed: 104,Unnamed: 105,Unnamed: 106,Unnamed: 107,Unnamed: 108,Unnamed: 109,Unnamed: 110,Unnamed: 111,Unnamed: 112,Unnamed: 113,Unnamed: 114,Unnamed: 115,Unnamed: 116,Unnamed: 117,Unnamed: 118,Unnamed: 119,Unnamed: 120,Unnamed: 121,Unnamed: 122,Unnamed: 123,Unnamed: 124,Unnamed: 125,Unnamed: 126,Unnamed: 127,Unnamed: 128,Unnamed: 129,Unnamed: 130,Unnamed: 131,Unnamed: 132,Unnamed: 133,Unnamed: 134,Unnamed: 135,Unnamed: 136,Unnamed: 137,Unnamed: 138,Unnamed: 139,Unnamed: 140,Unnamed: 141,Unnamed: 142,Unnamed: 143,Unnamed: 144,Unnamed: 145,Unnamed: 146,Unnamed: 147,Unnamed: 148,Unnamed: 149,Unnamed: 150,Unnamed: 151,Unnamed: 152,Unnamed: 153,Unnamed: 154,Unnamed: 155,Unnamed: 156,Unnamed: 157,Unnamed: 158,Unnamed: 159,Unnamed: 160,Unnamed: 161,Unnamed: 162,LCD,PLD,desity(g/cm^3),VSA(m^2/cm^3),GSA(m^2/g),Vp(cm^3/g),void_fraction,functional_groups,metal_linker,organic_linker1,organic_linker2,topology, H,C,N,O,F,P,S,Cl,Br,I,V,Cu,Zn,Cr,Ni,Ba,metal type, total degree of unsaturation,metalic percentage, oxygetn-to-metal ratio,electronegtive-to-total ratio, weighted electronegativity per atom, nitrogen to oxygen,uc_volume,alpha,beta,gamma,lengtha,lengthb,lengthc ,TK,qmax_a,qmax_b,bi_0,delta_H,0.001,5,10,15,20,25,30,35,40,45,50,55,60,65,70,75,80,85,90,95,99.99999
str_m1_o11_o17_pcu_sym.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000148209,0,0,0,0,0,0,0,0,0.001714993,0.000148209,2.12E-05,0,0,0,0,0,0,0.007791575,0.000931601,0.000275246,0,0,0,0,0,0,0.029631276,0.003641715,0.00084691,0.000201141,0,0,0,0,0,0.050909899,0.006711765,0.003101809,0.000635183,9.53E-05,1.06E-05,0,0,0,0.062237325,0.006129514,0.00502853,0.002276072,0.000804565,0.00011645,1.06E-05,0,0,0.062205566,0.003017118,0.004266311,0.004043997,0.002011412,0.000539905,0.000105864,0,0,0.063962905,0.000275246,0.001736166,0.002741872,0.003027705,0.001513852,0.000465801,5.29E-05,0,0.015339664,0,7.41E-05,0.00122802,0.001926721,0.00233959,0.001196261,0.000391696,3.18E-05,0,1.06E-05,5.29E-05,0.000201141,0.001132743,0.002995945,0.004319243,0.005187326,0.630186003,14.09113,5.87056,0.608226,1993.31,3277.25,1.25039,0.76052,OEt-Et,1,11,17,pcu,160,168,0,68,0,0,0,0,0,0,0,0,16,0,0,0, Zn,89,9.523809524,4.25,0.165048544,0.56776699,0,11775.89421,89.999919,89.99994,90.061428,18.496658,18.475468,34.459219,338,23.47313036,-0.003844814,0.000109115,1765.176899,0.000340039,1.712298674,3.381547409,4.921345553,6.283061667,7.459037839,8.466458355,9.331073767,10.07821662,10.7295505,11.30257928,11.8111527,12.26618436,12.67630644,13.04840003,13.38800194,13.69961118,13.9869204,14.25298757,14.50036794,14.7312157
str_m1_o11_o17_pcu_sym.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000148209,0,0,0,0,0,0,0,0,0.001714993,0.000148209,2.12E-05,0,0,0,0,0,0,0.007791575,0.000931601,0.000275246,0,0,0,0,0,0,0.029631276,0.003641715,0.00084691,0.000201141,0,0,0,0,0,0.050909899,0.006711765,0.003101809,0.000635183,9.53E-05,1.06E-05,0,0,0,0.062237325,0.006129514,0.00502853,0.002276072,0.000804565,0.00011645,1.06E-05,0,0,0.062205566,0.003017118,0.004266311,0.004043997,0.002011412,0.000539905,0.000105864,0,0,0.063962905,0.000275246,0.001736166,0.002741872,0.003027705,0.001513852,0.000465801,5.29E-05,0,0.015339664,0,7.41E-05,0.00122802,0.001926721,0.00233959,0.001196261,0.000391696,3.18E-05,0,1.06E-05,5.29E-05,0.000201141,0.001132743,0.002995945,0.004319243,0.005187326,0.630186003,14.09113,5.87056,0.608226,1993.31,3277.25,1.25039,0.76052,OEt-Et,1,11,17,pcu,160,168,0,68,0,0,0,0,0,0,0,0,16,0,0,0, Zn,89,9.523809524,4.25,0.165048544,0.56776699,0,11775.89421,89.999919,89.99994,90.061428,18.496658,18.475468,34.459219,318,23.47313036,-0.003844814,0.000109115,1765.176899,0.000447102,2.280110998,4.482147782,6.406791696,7.991917653,9.275512256,10.32226512,11.18933971,11.91989835,12.54519419,13.08782434,13.5643551,13.98714722,14.36559921,14.70698546,15.01703077,15.30030617,15.5605118,15.80067866,16.02331759,16.23052776
str_m1_o11_o17_pcu_sym.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000148209,0,0,0,0,0,0,0,0,0.001714993,0.000148209,2.12E-05,0,0,0,0,0,0,0.007791575,0.000931601,0.000275246,0,0,0,0,0,0,0.029631276,0.003641715,0.00084691,0.000201141,0,0,0,0,0,0.050909899,0.006711765,0.003101809,0.000635183,9.53E-05,1.06E-05,0,0,0,0.062237325,0.006129514,0.00502853,0.002276072,0.000804565,0.00011645,1.06E-05,0,0,0.062205566,0.003017118,0.004266311,0.004043997,0.002011412,0.000539905,0.000105864,0,0,0.063962905,0.000275246,0.001736166,0.002741872,0.003027705,0.001513852,0.000465801,5.29E-05,0,0.015339664,0,7.41E-05,0.00122802,0.001926721,0.00233959,0.001196261,0.000391696,3.18E-05,0,1.06E-05,5.29E-05,0.000201141,0.001132743,0.002995945,0.004319243,0.005187326,0.630186003,14.09113,5.87056,0.608226,1993.31,3277.25,1.25039,0.76052,OEt-Et,1,11,17,pcu,160,168,0,68,0,0,0,0,0,0,0,0,16,0,0,0, Zn,89,9.523809524,4.25,0.165048544,0.56776699,0,11775.89421,89.999919,89.99994,90.061428,18.496658,18.475468,34.459219,278,23.47313036,-0.003844814,0.000109115,1765.176899,0.000871921,4.672455501,8.526651758,11.0115569,12.66936002,13.86348253,14.77490969,15.49975063,16.09384005,16.59209176,17.01761098,17.38639271,17.70991032,17.99664161,18.25300904,18.48398263,18.69348114,18.88464475,19.06002628,19.22172808,19.37149979
str_m1_o11_o17_pcu_sym.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000148209,0,0,0,0,0,0,0,0,0.001714993,0.000148209,2.12E-05,0,0,0,0,0,0,0.007791575,0.000931601,0.000275246,0,0,0,0,0,0,0.029631276,0.003641715,0.00084691,0.000201141,0,0,0,0,0,0.050909899,0.006711765,0.003101809,0.000635183,9.53E-05,1.06E-05,0,0,0,0.062237325,0.006129514,0.00502853,0.002276072,0.000804565,0.00011645,1.06E-05,0,0,0.062205566,0.003017118,0.004266311,0.004043997,0.002011412,0.000539905,0.000105864,0,0,0.063962905,0.000275246,0.001736166,0.002741872,0.003027705,0.001513852,0.000465801,5.29E-05,0,0.015339664,0,7.41E-05,0.00122802,0.001926721,0.00233959,0.001196261,0.000391696,3.18E-05,0,1.06E-05,5.29E-05,0.000201141,0.001132743,0.002995945,0.004319243,0.005187326,0.630186003,14.09113,5.87056,0.608226,1993.31,3277.25,1.25039,0.76052,OEt-Et,1,11,17,pcu,160,168,0,68,0,0,0,0,0,0,0,0,16,0,0,0, Zn,89,9.523809524,4.25,0.165048544,0.56776699,0,11775.89421,89.999919,89.99994,90.061428,18.496658,18.475468,34.459219,298,23.47313036,-0.003844814,0.000109115,1765.176899,0.000610202,3.176411135,6.132505926,8.441468074,10.15261502,11.44505522,12.45563378,13.27127876,13.94683198,14.51806218,15.00923723,15.43742563,15.81501642,16.15124697,16.45316507,16.72625566,16.97486158,17.20247438,17.41193827,17.60559813,17.78540831
str_m1_o11_o17_pcu_sym.10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000356154,0,0,0,0,0,0,0,0,0.013504155,0.000880491,3.96E-05,0,0,0,0,0,0,0.03657499,0.004036407,0.000929956,9.89E-06,0,0,0,0,0,0.082588049,0.007696874,0.003541749,0.0007222,0,0,0,0,0,0.110605461,0.007696874,0.004570637,0.001958844,0.00075188,0,0,0,0,0.132222002,0.003165809,0.005391769,0.003650574,0.00166205,0.000643055,0,0,0,0.024673526,0.000286901,0.001216858,0.00351207,0.002869015,0.001424614,0.000494658,7.91E-05,0,0,0,0.000118718,0.000999209,0.003492283,0.005599525,0.006371191,0.006282153,0.519380689,12.14503,9.1762,0.525763,2155.9,4100.52,1.54672,0.81321,NH2,1,11,17,pcu,88,120,24,52,0,0,0,0,0,0,0,0,16,0,0,0, Zn,71,13.33333333,3.25,0.253333333,0.839466667,0.461538462,11826.02601,90.001075,89.999316,90.009448,18.51094,18.51123,34.512394,338,16.81057513,0.051809149,4.59E-05,1833.750396,0.000276925,1.406461646,2.835158258,4.252960155,5.627012305,6.929976891,8.143444503,9.258573987,10.2745531,11.19599755,12.03046141,12.78668476,13.47344102,14.09894832,14.67060736,15.19493643,15.67760635,16.12351891,16.53690079,16.92139585,17.28015045
str_m1_o11_o17_pcu_sym.10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000356154,0,0,0,0,0,0,0,0,0.013504155,0.000880491,3.96E-05,0,0,0,0,0,0,0.03657499,0.004036407,0.000929956,9.89E-06,0,0,0,0,0,0.082588049,0.007696874,0.003541749,0.0007222,0,0,0,0,0,0.110605461,0.007696874,0.004570637,0.001958844,0.00075188,0,0,0,0,0.132222002,0.003165809,0.005391769,0.003650574,0.00166205,0.000643055,0,0,0,0.024673526,0.000286901,0.001216858,0.00351207,0.002869015,0.001424614,0.000494658,7.91E-05,0,0,0,0.000118718,0.000999209,0.003492283,0.005599525,0.006371191,0.006282153,0.519380689,12.14503,9.1762,0.525763,2155.9,4100.52,1.54672,0.81321,NH2,1,11,17,pcu,88,120,24,52,0,0,0,0,0,0,0,0,16,0,0,0, Zn,71,13.33333333,3.25,0.253333333,0.839466667,0.461538462,11826.02601,90.001075,89.999316,90.009448,18.51094,18.51123,34.512394,318,16.81057513,0.051809149,4.59E-05,1833.750396,0.000346424,1.782934264,3.623996592,5.448569818,7.182518559,8.772396746,10.19402449,11.4476485,12.54741554,13.51279205,14.36348859,15.11724878,15.78924837,16.39206893,16.93609688,17.42986391,17.88039457,18.29349954,18.67401319,19.02598284,19.35282028
str_m1_o11_o17_pcu_sym.10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000356154,0,0,0,0,0,0,0,0,0.013504155,0.000880491,3.96E-05,0,0,0,0,0,0,0.03657499,0.004036407,0.000929956,9.89E-06,0,0,0,0,0,0.082588049,0.007696874,0.003541749,0.0007222,0,0,0,0,0,0.110605461,0.007696874,0.004570637,0.001958844,0.00075188,0,0,0,0,0.132222002,0.003165809,0.005391769,0.003650574,0.00166205,0.000643055,0,0,0,0.024673526,0.000286901,0.001216858,0.00351207,0.002869015,0.001424614,0.000494658,7.91E-05,0,0,0,0.000118718,0.000999209,0.003492283,0.005599525,0.006371191,0.006282153,0.519380689,12.14503,9.1762,0.525763,2155.9,4100.52,1.54672,0.81321,NH2,1,11,17,pcu,88,120,24,52,0,0,0,0,0,0,0,0,16,0,0,0, Zn,71,13.33333333,3.25,0.253333333,0.839466667,0.461538462,11826.02601,90.001075,89.999316,90.009448,18.51094,18.51123,34.512394,298,16.81057513,0.051809149,4.59E-05,1833.750396,0.000446324,2.349036171,4.832998209,7.257769731,9.447913576,11.32480749,12.89651749,14.2088512,15.31248861,16.25080286,17.05793262,17.7600123,18.37698844,18.92417243,19.41344467,19.85414216,20.25369024,20.61806794,20.95214443,21.25992693,21.54474715
str_m1_o11_o17_pcu_sym.10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000356154,0,0,0,0,0,0,0,0,0.013504155,0.000880491,3.96E-05,0,0,0,0,0,0,0.03657499,0.004036407,0.000929956,9.89E-06,0,0,0,0,0,0.082588049,0.007696874,0.003541749,0.0007222,0,0,0,0,0,0.110605461,0.007696874,0.004570637,0.001958844,0.00075188,0,0,0,0,0.132222002,0.003165809,0.005391769,0.003650574,0.00166205,0.000643055,0,0,0,0.024673526,0.000286901,0.001216858,0.00351207,0.002869015,0.001424614,0.000494658,7.91E-05,0,0,0,0.000118718,0.000999209,0.003492283,0.005599525,0.006371191,0.006282153,0.519380689,12.14503,9.1762,0.525763,2155.9,4100.52,1.54672,0.81321,NH2,1,11,17,pcu,88,120,24,52,0,0,0,0,0,0,0,0,16,0,0,0, Zn,71,13.33333333,3.25,0.253333333,0.839466667,0.461538462,11826.02601,90.001075,89.999316,90.009448,18.51094,18.51123,34.512394,278,16.81057513,0.051809149,4.59E-05,1833.750396,0.000596232,3.263230152,6.808824934,10.04857572,12.64968288,14.65289456,16.20853455,17.44481898,18.45124322,19.28820385,19.99693316,20.60626926,21.13691377,21.6041039,22.01931289,22.39135814,22.72714082,23.03215116,23.31082105,23.56677469,23.80301074
str_m1_o11_o17_pcu_sym.101,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.001246537,0,0,0,0,0,0,0,0,0.013217254,0.001365255,5.94E-05,0,0,0,0,0,0,0.038296399,0.004570637,0.001503759,0.000118718,0,0,0,0,0,0.0735556,0.006885635,0.00370004,0.000623269,1.98E-05,0,0,0,0,0.105243372,0.006569054,0.004531065,0.002839335,0.000445192,0,0,0,0,0.138484369,0.001958844,0.004471706,0.004066086,0.002799763,0.00053423,0,0,0,0.012574199,0.000267115,0.001563118,0.002661258,0.003264741,0.00163237,0.000247329,1.98E-05,0,0,1.98E-05,0.000267115,0.001157499,0.003086664,0.005035615,0.005569846,0.005846854,0.53968144,11.65133,9.3342,0.57447,2028.03,3530.25,1.38679,0.79667,COOH,1,11,17,pcu,64,136,0,84,0,0,0,0,0,0,0,0,16,0,0,0, Zn,105,11.76470588,5.25,0.28,0.9632,0,11817.06675,90.001621,90.001628,90.006075,18.50459,18.503851,34.511839,338,14.1138028,0.048925817,4.16E-05,1876.512421,0.000250324,1.274899712,2.576510539,3.87277354,5.130715597,6.322585666,7.429879824,8.444108631,9.364897321,10.19715002,10.94849781,11.62753832,12.24274015,12.80193335,13.31209565,13.77932036,14.20887075,14.60526973,14.97239778,15.31358673,15.63170243
str_m1_o11_o17_pcu_sym.101,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.001246537,0,0,0,0,0,0,0,0,0.013217254,0.001365255,5.94E-05,0,0,0,0,0,0,0.038296399,0.004570637,0.001503759,0.000118718,0,0,0,0,0,0.0735556,0.006885635,0.00370004,0.000623269,1.98E-05,0,0,0,0,0.105243372,0.006569054,0.004531065,0.002839335,0.000445192,0,0,0,0,0.138484369,0.001958844,0.004471706,0.004066086,0.002799763,0.00053423,0,0,0,0.012574199,0.000267115,0.001563118,0.002661258,0.003264741,0.00163237,0.000247329,1.98E-05,0,0,1.98E-05,0.000267115,0.001157499,0.003086664,0.005035615,0.005569846,0.005846854,0.53968144,11.65133,9.3342,0.57447,2028.03,3530.25,1.38679,0.79667,COOH,1,11,17,pcu,64,136,0,84,0,0,0,0,0,0,0,0,16,0,0,0, Zn,105,11.76470588,5.25,0.28,0.9632,0,11817.06675,90.001621,90.001628,90.006075,18.50459,18.503851,34.511839,318,14.1138028,0.048925817,4.16E-05,1876.512421,0.000313951,1.622516332,3.310028528,4.988562224,6.58213426,8.036739262,9.329659207,10.46294911,11.45190202,12.31619372,13.0750785,13.74557381,14.34194343,14.87592558,15.3571007,15.79328149,16.19086246,16.55510871,16.89038147,17.20031987,17.48798289
